,EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition,Department_x,StandardHours_x,HourlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,BusinessTravel,Department_y,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours_y,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Age_group,Income_group
898,100893,19,10,3,Medical,Female,Single,Yes,Research & Development,200,9.0,1859,25,0,Non-Travel,Research & Development,1,Research Scientist,2,1,4,200,1,2,4,1,1,0,0,Yes,18-24,1000-2000
899,100894,29,1,3,Life Sciences,Female,Divorced,No,Research & Development,200,19.0,3760,15,3,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,3,5,3,3,2,1,2,No,25-34,2001-4000
900,100895,54,3,3,Life Sciences,Male,Married,No,Research & Development,200,89.0,17779,14,0,Travel_Rarely,Research & Development,4,Research Director,4,3,3,200,36,2,3,10,9,0,9,No,45-54,>15000
901,100896,31,11,2,Medical,Male,Married,No,Research & Development,200,34.0,6833,12,0,Travel_Rarely,Research & Development,2,Healthcare Representative,1,1,1,200,6,2,2,6,5,0,1,Yes,25-34,6001-8000
902,100897,31,24,3,Medical,Female,Single,No,Research & Development,200,34.0,6812,19,0,Travel_Rarely,Research & Development,2,Healthcare Representative,1,1,3,200,10,2,3,10,9,1,8,No,25-34,6001-8000
903,100898,59,3,3,Life Sciences,Female,Single,No,Sales,200,26.0,5171,17,0,Travel_Rarely,Sales,2,Sales Executive,4,5,3,200,13,2,3,6,1,0,5,No,55-60,4001-6000
904,100899,43,3,3,Life Sciences,Male,Married,No,Research & Development,200,99.0,19740,14,1,Travel_Rarely,Research & Development,5,Research Director,4,3,3,200,25,2,3,8,7,0,7,No,35-44,>15000
905,100900,49,4,2,Medical,Male,Married,No,Research & Development,200,94.0,18711,13,1,Travel_Rarely,Research & Development,5,Manager,3,2,3,200,23,2,4,1,0,0,0,No,45-54,>15000
906,100901,36,3,3,Technical Degree,Male,Married,No,Research & Development,200,18.0,3692,12,0,Travel_Frequently,Research & Development,1,Research Scientist,2,1,2,200,12,2,2,11,10,0,7,No,35-44,2001-4000
907,100902,48,2,2,Technical Degree,Male,Single,No,Research & Development,200,13.0,2559,11,0,Travel_Rarely,Research & Development,1,Laboratory Technician,2,5,3,200,7,4,2,1,0,0,0,No,45-54,2001-4000
908,100903,27,4,2,Life Sciences,Male,Divorced,No,Research & Development,200,13.0,2517,11,3,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,5,2,3,5,3,0,3,No,25-34,2001-4000
909,100904,29,7,3,Life Sciences,Male,Divorced,No,Research & Development,200,33.0,6623,11,2,Travel_Rarely,Research & Development,2,Healthcare Representative,4,1,3,200,6,2,3,6,0,1,0,Yes,25-34,6001-8000
910,100905,48,1,3,Life Sciences,Male,Single,No,Research & Development,200,91.0,18265,12,0,Travel_Rarely,Research & Development,5,Research Director,4,6,3,200,25,3,4,1,0,0,0,No,45-54,>15000
911,100906,29,1,3,Life Sciences,Female,Divorced,No,Research & Development,200,81.0,16124,14,2,Travel_Rarely,Research & Development,4,Research Director,4,3,3,200,9,2,2,7,7,1,7,No,25-34,>15000
912,100907,34,20,3,Technical Degree,Female,Married,No,Research & Development,200,13.0,2585,17,0,Travel_Rarely,Research & Development,1,Research Scientist,3,0,3,200,2,5,2,1,0,0,0,No,25-34,2001-4000
913,100908,44,5,3,Marketing,Male,Married,No,Sales,200,91.0,18213,11,1,Travel_Rarely,Sales,5,Manager,2,7,3,200,26,5,3,22,9,3,10,No,35-44,>15000
914,100909,33,10,5,Marketing,Male,Divorced,No,Sales,200,42.0,8380,14,2,Travel_Rarely,Sales,3,Sales Executive,3,0,3,200,10,3,3,9,8,0,8,Yes,25-34,8001-12000
915,100910,19,25,3,Life Sciences,Female,Single,No,Research & Development,200,15.0,2994,12,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,1,2,3,1,0,0,1,Yes,18-24,2001-4000
916,100911,23,1,2,Life Sciences,Male,Married,No,Research & Development,200,6.0,1223,22,1,Travel_Rarely,Research & Development,1,Research Scientist,3,1,4,200,1,2,3,1,0,0,1,No,18-24,1000-2000
917,100912,25,24,1,Life Sciences,Male,Single,Yes,Sales,200,6.0,1118,14,0,Travel_Frequently,Sales,1,Sales Representative,4,1,3,200,1,4,3,1,0,1,0,Yes,25-34,1000-2000
918,100913,26,4,2,Life Sciences,Male,Single,No,Research & Development,200,14.0,2875,20,0,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,8,2,2,8,5,2,2,Yes,25-34,2001-4000
919,100914,45,2,3,Marketing,Female,Single,Yes,Sales,200,94.0,18824,16,0,Travel_Rarely,Sales,5,Manager,2,2,3,200,26,2,3,24,10,1,11,Yes,45-54,>15000
920,100915,55,8,1,Medical,Male,Divorced,No,Research & Development,200,68.0,13577,15,1,Non-Travel,Research & Development,4,Healthcare Representative,2,1,3,200,34,3,3,33,9,15,0,Yes,55-60,12001-15000
921,100916,21,10,2,Life Sciences,Female,Single,Yes,Research & Development,200,13.0,2625,20,0,Travel_Frequently,Research & Development,1,Laboratory Technician,3,1,4,200,2,2,1,2,2,2,2,No,18-24,2001-4000
922,100917,46,4,2,Marketing,Female,Married,No,Sales,200,94.0,18789,14,1,Travel_Rarely,Sales,5,Manager,2,2,3,200,26,2,3,11,4,0,8,No,45-54,>15000
923,100918,34,2,3,Marketing,Female,Single,No,Sales,200,23.0,4538,12,0,Travel_Rarely,Sales,2,Sales Executive,1,0,1,200,4,3,3,3,2,0,2,Yes,25-34,4001-6000
924,100919,51,9,3,Life Sciences,Male,Divorced,No,Sales,200,99.0,19847,24,1,Travel_Frequently,Sales,5,Manager,2,4,4,200,31,5,2,29,10,11,10,Yes,45-54,>15000
925,100920,59,18,4,Medical,Male,Single,No,Research & Development,200,53.0,10512,12,0,Travel_Rarely,Research & Development,3,Manufacturing Director,4,6,3,200,25,6,2,9,7,5,4,No,55-60,8001-12000
926,100921,34,19,3,Medical,Female,Divorced,No,Research & Development,200,22.0,4444,13,2,Travel_Frequently,Research & Development,2,Laboratory Technician,2,4,3,200,15,2,4,11,8,5,10,No,25-34,4001-6000
927,100922,28,1,4,Medical,Male,Single,No,Research & Development,200,11.0,2154,11,0,Travel_Frequently,Research & Development,1,Laboratory Technician,3,0,3,200,5,2,2,4,2,0,2,Yes,25-34,2001-4000
928,100923,44,4,2,Life Sciences,Male,Divorced,No,Research & Development,200,96.0,19190,14,2,Travel_Rarely,Research & Development,5,Manager,1,1,3,200,26,4,2,25,9,14,13,No,35-44,>15000
929,100924,34,11,3,Life Sciences,Male,Married,No,Human Resources,200,22.0,4490,11,2,Travel_Frequently,Human Resources,2,Human Resources,2,4,3,200,14,5,4,10,9,1,8,No,25-34,4001-6000
930,100925,35,6,1,Life Sciences,Male,Married,No,Research & Development,200,18.0,3506,14,0,Travel_Rarely,Research & Development,1,Research Scientist,3,0,3,200,4,3,3,3,2,2,2,Yes,35-44,2001-4000
931,100926,42,7,4,Medical,Female,Married,No,Research & Development,200,12.0,2372,16,0,Travel_Rarely,Research & Development,2,Research Scientist,2,6,3,200,18,2,3,1,0,0,0,Yes,35-44,2001-4000
932,100927,43,4,4,Marketing,Female,Single,No,Sales,200,51.0,10231,14,0,Travel_Rarely,Sales,3,Sales Executive,4,3,3,200,23,3,4,21,7,15,17,No,35-44,8001-12000
933,100928,36,2,4,Life Sciences,Female,Single,No,Research & Development,200,27.0,5410,11,0,Travel_Rarely,Research & Development,2,Manufacturing Director,2,9,1,200,18,2,3,16,14,5,12,Yes,35-44,4001-6000
934,100929,44,15,3,Medical,Female,Married,Yes,Research & Development,200,40.0,7978,11,1,Travel_Rarely,Research & Development,3,Healthcare Representative,4,1,3,200,10,2,3,10,7,0,5,No,35-44,6001-8000
935,100930,28,2,3,Life Sciences,Male,Married,No,Research & Development,200,19.0,3867,12,1,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,3,200,2,2,3,2,2,2,2,Yes,25-34,2001-4000
936,100931,51,6,2,Medical,Female,Single,No,Research & Development,200,14.0,2838,14,0,Travel_Frequently,Research & Development,1,Laboratory Technician,3,0,3,200,8,6,2,7,0,7,7,No,45-54,2001-4000
937,100932,30,9,2,Medical,Female,Single,No,Research & Development,200,23.0,4695,18,0,Non-Travel,Research & Development,2,Manufacturing Director,3,7,3,200,10,3,3,8,4,1,7,Yes,25-34,4001-6000
938,100933,29,7,3,Technical Degree,Female,Divorced,Yes,Research & Development,200,17.0,3339,13,2,Travel_Rarely,Research & Development,1,Laboratory Technician,3,3,3,200,10,2,3,7,7,7,7,Yes,25-34,2001-4000
939,100934,28,1,3,Technical Degree,Male,Single,No,Research & Development,200,10.0,2080,11,0,Travel_Rarely,Research & Development,1,Research Scientist,1,2,1,200,5,2,2,3,2,1,2,No,25-34,2001-4000
940,100935,25,1,3,Medical,Female,Single,No,Research & Development,200,10.0,2096,18,0,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,2,3,2,2,2,2,1,No,25-34,2001-4000
941,100936,32,8,3,Medical,Male,Married,No,Sales,200,31.0,6209,15,2,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,4,4,10,7,0,8,No,25-34,6001-8000
942,100937,45,25,3,Medical,Female,Single,No,Research & Development,200,90.0,18061,22,0,Travel_Frequently,Research & Development,5,Manager,2,3,4,200,22,4,3,0,0,0,0,No,45-54,>15000
943,100938,39,13,4,Medical,Female,Divorced,No,Research & Development,200,86.0,17123,13,2,Travel_Rarely,Research & Development,4,Manager,2,6,3,200,21,4,3,19,9,15,2,Yes,35-44,>15000
944,100939,58,23,4,Life Sciences,Male,Divorced,No,Research & Development,200,12.0,2372,12,2,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,2,3,3,2,2,2,2,No,55-60,2001-4000
945,100940,32,7,2,Life Sciences,Male,Married,Yes,Research & Development,200,24.0,4883,18,1,Travel_Rarely,Research & Development,2,Laboratory Technician,3,1,3,200,10,3,3,10,4,1,1,No,25-34,4001-6000
946,100941,39,23,3,Medical,Male,Single,Yes,Research & Development,200,20.0,3904,13,0,Travel_Rarely,Research & Development,1,Research Scientist,1,0,2,200,6,2,3,5,2,0,3,No,35-44,2001-4000
947,100942,30,6,3,Technical Degree,Female,Married,No,Research & Development,200,23.0,4627,12,1,Travel_Rarely,Research & Development,2,Laboratory Technician,4,0,3,200,10,6,3,9,2,6,7,No,25-34,4001-6000
948,100943,36,10,4,Technical Degree,Female,Married,No,Research & Development,200,35.0,7094,12,0,Travel_Rarely,Research & Development,3,Healthcare Representative,3,3,3,200,10,0,3,7,7,1,7,No,35-44,6001-8000
949,100944,46,1,2,Life Sciences,Female,Single,No,Human Resources,200,17.0,3423,12,0,Travel_Rarely,Human Resources,1,Human Resources,1,6,1,200,10,3,4,7,6,5,7,No,45-54,2001-4000
950,100945,28,1,3,Life Sciences,Female,Married,No,Research & Development,200,33.0,6674,11,3,Non-Travel,Research & Development,2,Laboratory Technician,4,0,3,200,10,6,3,9,8,7,5,No,25-34,6001-8000
951,100946,50,28,3,Life Sciences,Female,Married,No,Research & Development,200,84.0,16880,11,0,Travel_Rarely,Research & Development,4,Research Director,1,4,3,200,25,2,3,3,2,1,2,Yes,45-54,>15000
952,100947,40,25,4,Marketing,Male,Single,Yes,Sales,200,45.0,9094,12,0,Travel_Rarely,Sales,3,Sales Executive,2,2,1,200,9,2,3,5,4,1,0,Yes,35-44,8001-12000
953,100948,52,5,3,Life Sciences,Male,Single,Yes,Sales,200,42.0,8446,19,0,Travel_Rarely,Sales,3,Sales Executive,2,9,1,200,10,2,2,8,7,7,7,Yes,45-54,8001-12000
954,100949,30,17,4,Medical,Female,Married,No,Research & Development,200,60.0,11916,23,2,Travel_Rarely,Research & Development,3,Manager,1,1,4,200,9,2,3,9,1,0,8,Yes,25-34,8001-12000
955,100950,39,18,2,Life Sciences,Male,Single,No,Research & Development,200,23.0,4534,11,0,Travel_Rarely,Research & Development,2,Manufacturing Director,3,0,3,200,9,6,3,8,7,1,7,No,35-44,4001-6000
956,100951,31,2,4,Life Sciences,Female,Divorced,No,Sales,200,49.0,9852,19,1,Non-Travel,Sales,3,Sales Executive,3,1,3,200,10,5,2,10,8,9,6,Yes,25-34,8001-12000
957,100952,41,10,2,Medical,Male,Single,No,Sales,200,31.0,6151,13,0,Non-Travel,Sales,2,Sales Executive,2,1,3,200,19,4,3,19,2,11,9,No,35-44,6001-8000
958,100953,31,1,3,Life Sciences,Female,Single,Yes,Sales,200,12.0,2302,11,0,Travel_Frequently,Sales,1,Sales Representative,2,1,2,200,3,2,4,3,2,2,2,Yes,25-34,2001-4000
959,100954,44,3,3,Life Sciences,Male,Married,Yes,Research & Development,200,12.0,2362,12,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,4,3,200,10,4,4,3,2,1,2,No,35-44,2001-4000
960,100955,42,2,1,Life Sciences,Male,Married,No,Research & Development,200,89.0,17861,13,0,Non-Travel,Research & Development,4,Manager,3,0,3,200,21,3,2,20,8,2,10,Yes,35-44,>15000
961,100956,55,2,2,Medical,Female,Married,No,Research & Development,200,96.0,19187,14,1,Travel_Rarely,Research & Development,5,Manager,3,4,3,200,23,5,3,19,9,9,11,No,55-60,>15000
962,100957,56,8,4,Life Sciences,Male,Single,No,Human Resources,200,99.0,19717,14,0,Travel_Rarely,Human Resources,5,Manager,2,6,3,200,36,4,3,7,3,7,7,No,55-60,>15000
963,100958,40,16,2,Life Sciences,Male,Divorced,No,Research & Development,200,18.0,3544,16,1,Non-Travel,Research & Development,1,Research Scientist,3,9,3,200,6,0,3,4,2,0,0,No,35-44,2001-4000
964,100959,34,9,3,Life Sciences,Male,Divorced,No,Research & Development,200,43.0,8500,11,1,Travel_Rarely,Research & Development,3,Healthcare Representative,4,0,3,200,10,0,2,9,7,1,6,No,25-34,8001-12000
965,100960,40,2,3,Life Sciences,Male,Single,No,Research & Development,200,23.0,4661,13,0,Travel_Rarely,Research & Development,2,Research Scientist,4,1,3,200,9,4,3,9,8,8,8,No,35-44,4001-6000
966,100961,41,1,3,Marketing,Female,Divorced,No,Sales,200,21.0,4103,17,1,Travel_Frequently,Sales,2,Sales Executive,1,0,3,200,10,2,3,9,3,1,7,No,35-44,4001-6000
967,100962,35,4,4,Life Sciences,Male,Single,No,Research & Development,200,21.0,4249,11,0,Travel_Frequently,Research & Development,2,Research Scientist,3,1,3,200,9,3,3,9,6,1,1,Yes,35-44,4001-6000
968,100963,51,5,3,Life Sciences,Male,Divorced,No,Human Resources,200,70.0,14026,11,1,Travel_Rarely,Human Resources,4,Manager,2,1,3,200,33,2,3,33,9,0,10,Yes,45-54,12001-15000
969,100964,38,2,2,Life Sciences,Female,Divorced,No,Sales,200,34.0,6893,15,1,Travel_Rarely,Sales,2,Sales Executive,1,3,3,200,11,3,3,7,7,1,7,No,35-44,6001-8000
970,100965,34,15,2,Medical,Female,Single,No,Sales,200,31.0,6125,12,0,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,10,6,4,10,8,9,6,No,25-34,6001-8000
971,100966,25,19,1,Medical,Male,Married,No,Research & Development,200,18.0,3669,11,3,Travel_Rarely,Research & Development,1,Laboratory Technician,4,3,3,200,7,6,2,3,2,1,2,No,25-34,2001-4000
972,100967,58,7,4,Medical,Female,Married,Yes,Research & Development,200,50.0,10008,14,0,Travel_Rarely,Research & Development,3,Manufacturing Director,1,7,2,200,31,0,2,10,9,5,9,Yes,55-60,8001-12000
973,100968,40,1,4,Life Sciences,Male,Married,No,Research & Development,200,12.0,2387,22,1,Travel_Rarely,Research & Development,1,Laboratory Technician,2,3,4,200,7,3,3,4,2,0,3,No,35-44,2001-4000
974,100969,36,7,3,Marketing,Female,Married,No,Sales,200,23.0,4639,16,1,Travel_Frequently,Sales,2,Sales Executive,1,2,1,200,17,2,2,15,7,6,13,No,35-44,4001-6000
975,100970,48,4,3,Life Sciences,Male,Single,No,Research & Development,200,39.0,7898,11,0,Travel_Rarely,Research & Development,3,Manufacturing Director,4,1,3,200,11,2,3,10,9,0,8,No,45-54,6001-8000
976,100971,27,11,3,Medical,Female,Married,No,Sales,200,13.0,2534,14,1,Travel_Rarely,Sales,1,Sales Representative,4,8,3,200,5,4,3,1,0,0,0,No,25-34,2001-4000
977,100972,51,11,2,Technical Degree,Female,Single,No,Research & Development,200,66.0,13142,16,0,Travel_Rarely,Research & Development,4,Manufacturing Director,2,3,3,200,29,1,2,5,2,0,3,No,45-54,12001-15000
978,100973,18,1,3,Life Sciences,Female,Single,No,Research & Development,200,8.0,1611,15,0,Non-Travel,Research & Development,1,Laboratory Technician,4,1,3,200,0,5,4,0,0,0,0,No,18-24,1000-2000
979,100974,35,1,3,Medical,Female,Married,No,Research & Development,200,27.0,5363,12,1,Travel_Rarely,Research & Development,2,Laboratory Technician,4,0,3,200,10,0,3,9,7,0,0,No,35-44,4001-6000
980,100975,27,2,1,Life Sciences,Male,Single,No,Sales,200,25.0,5071,20,0,Travel_Frequently,Sales,2,Sales Executive,4,3,4,200,8,3,3,6,2,0,0,No,25-34,4001-6000
981,100976,55,13,4,Marketing,Male,Single,Yes,Sales,200,68.0,13695,17,0,Travel_Rarely,Sales,4,Sales Executive,3,6,3,200,24,2,2,19,7,3,8,Yes,55-60,12001-15000
982,100977,56,23,3,Life Sciences,Male,Married,No,Research & Development,200,67.0,13402,12,1,Travel_Rarely,Research & Development,4,Manufacturing Director,2,4,3,200,33,0,3,19,16,15,9,Yes,55-60,12001-15000
983,100978,34,26,1,Technical Degree,Female,Divorced,No,Research & Development,200,10.0,2029,20,3,Non-Travel,Research & Development,1,Research Scientist,3,1,4,200,5,2,3,5,4,0,0,No,25-34,2001-4000
984,100979,40,2,1,Medical,Female,Divorced,No,Research & Development,200,32.0,6377,20,3,Travel_Rarely,Research & Development,2,Healthcare Representative,3,5,4,200,15,0,3,12,11,11,8,No,35-44,6001-8000
985,100980,34,29,3,Medical,Male,Married,No,Research & Development,200,27.0,5429,13,2,Travel_Rarely,Research & Development,2,Laboratory Technician,3,4,3,200,10,1,3,8,7,7,7,No,25-34,4001-6000
986,100981,31,2,3,Life Sciences,Female,Single,Yes,Sales,200,14.0,2785,14,0,Travel_Frequently,Sales,1,Sales Representative,4,7,3,200,3,3,4,1,0,0,0,No,25-34,2001-4000
987,100982,35,18,4,Marketing,Female,Married,Yes,Sales,200,23.0,4614,18,1,Travel_Frequently,Sales,2,Sales Executive,3,0,3,200,5,0,2,4,2,3,2,Yes,35-44,4001-6000
988,100983,38,7,3,Life Sciences,Male,Divorced,No,Research & Development,200,13.0,2610,11,3,Travel_Frequently,Research & Development,1,Research Scientist,3,1,3,200,4,2,3,4,2,0,3,No,35-44,2001-4000
989,100984,34,2,4,Technical Degree,Female,Single,No,Research & Development,200,33.0,6687,11,0,Travel_Rarely,Research & Development,2,Healthcare Representative,4,1,3,200,14,2,4,14,11,4,11,No,25-34,6001-8000
990,100985,28,26,3,Life Sciences,Male,Married,No,Sales,200,24.0,4724,11,1,Travel_Rarely,Sales,2,Sales Executive,1,1,3,200,5,0,3,5,3,0,4,No,25-34,4001-6000
991,100986,31,22,4,Medical,Male,Married,Yes,Research & Development,200,31.0,6179,15,2,Travel_Rarely,Research & Development,2,Manufacturing Director,3,1,3,200,10,3,2,10,2,6,7,Yes,25-34,6001-8000
992,100987,39,21,4,Life Sciences,Male,Married,No,Sales,200,31.0,6120,12,2,Travel_Rarely,Sales,2,Sales Executive,4,3,3,200,8,2,4,5,4,1,4,Yes,35-44,6001-8000
993,100988,51,2,3,Marketing,Male,Married,No,Sales,200,53.0,10596,11,0,Travel_Frequently,Sales,3,Sales Executive,2,2,3,200,14,5,3,4,2,3,2,No,45-54,8001-12000
994,100989,41,22,3,Life Sciences,Female,Divorced,No,Research & Development,200,27.0,5467,14,2,Travel_Frequently,Research & Development,2,Research Scientist,4,3,3,200,12,4,2,6,2,3,3,Yes,35-44,4001-6000
995,100990,37,4,1,Life Sciences,Male,Married,No,Research & Development,200,15.0,2996,15,0,Travel_Rarely,Research & Development,1,Research Scientist,3,7,3,200,8,2,3,6,4,1,3,Yes,35-44,2001-4000
996,100991,33,5,1,Life Sciences,Male,Married,No,Sales,200,50.0,9998,13,0,Travel_Frequently,Sales,2,Sales Executive,4,6,3,200,8,2,4,5,4,1,2,No,25-34,8001-12000
997,100992,32,2,1,Marketing,Male,Married,No,Sales,200,20.0,4078,13,3,Travel_Rarely,Sales,2,Sales Executive,2,0,3,200,4,3,2,3,2,1,2,Yes,25-34,4001-6000
998,100993,39,25,2,Life Sciences,Male,Married,No,Research & Development,200,55.0,10920,21,1,Non-Travel,Research & Development,3,Healthcare Representative,3,3,4,200,13,2,3,6,4,0,5,No,35-44,8001-12000
999,100994,25,18,1,Life Sciences,Male,Married,No,Sales,200,31.0,6232,11,0,Travel_Rarely,Sales,2,Sales Executive,3,2,3,200,6,3,2,3,2,1,2,No,25-34,6001-8000
1000,100995,52,28,2,Medical,Female,Married,No,Research & Development,200,66.0,13247,11,1,Travel_Frequently,Research & Development,4,Manufacturing Director,3,2,3,200,24,3,2,5,3,0,2,Yes,45-54,12001-15000
1001,100996,43,6,3,Medical,Female,Single,No,Research & Development,200,20.0,4081,14,0,Travel_Rarely,Research & Development,2,Research Scientist,3,1,3,200,20,3,1,20,7,1,8,Yes,35-44,4001-6000
1002,100997,27,10,3,Marketing,Female,Married,No,Sales,200,29.0,5769,11,0,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,6,3,3,6,2,4,4,Yes,25-34,4001-6000
1003,100998,27,17,4,Life Sciences,Female,Single,Yes,Research & Development,200,12.0,2394,13,0,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,8,2,3,8,2,7,7,Yes,25-34,2001-4000
1004,100999,26,2,1,Medical,Male,Single,No,Research & Development,200,20.0,3904,12,0,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,5,2,3,4,3,1,1,No,25-34,2001-4000
1005,101000,42,10,3,Human Resources,Female,Married,No,Human Resources,200,84.0,16799,14,1,Travel_Rarely,Human Resources,4,Manager,1,0,3,200,21,5,3,20,7,0,9,No,35-44,>15000
1006,101001,52,8,4,Other,Female,Married,No,Research & Development,200,15.0,2950,13,0,Travel_Rarely,Research & Development,1,Laboratory Technician,1,9,2,200,12,2,1,5,4,0,4,No,45-54,2001-4000
1007,101002,37,11,3,Medical,Female,Single,No,Research & Development,200,18.0,3629,18,0,Travel_Rarely,Research & Development,1,Laboratory Technician,3,4,3,200,8,6,3,3,2,0,2,No,35-44,2001-4000
1008,101003,35,18,2,Life Sciences,Male,Single,No,Research & Development,200,47.0,9362,11,0,Travel_Frequently,Research & Development,3,Manufacturing Director,4,2,3,200,10,2,3,2,2,2,2,No,35-44,8001-12000
1009,101004,25,1,3,Technical Degree,Male,Married,No,Research & Development,200,16.0,3229,11,1,Travel_Rarely,Research & Development,1,Laboratory Technician,4,4,3,200,7,2,2,3,2,0,2,No,25-34,2001-4000
